NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,b22,b23a,b23b,b24,b25a,b25b,b25c,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,pesofit,pesofit2
686014,4,2,1,2,1,1963,1,,,1,3,,,,,,,,2,2,,,1,1,,,1,,30,2,,,2,,,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,8332,3,,2,2,,57,15,3,15,,,4,1,1,2,1,1,1,2,2,3,4,2,3,0.1741926689,703.67384683
686014,4,3,2,6,1,1993,1,,,2,5,,50,60,,2013,2,2,2,3,,,1,3,,,1,,25,2,,,2,,,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,2330,16,,2,2,,27,15,3,15,,,1,2,1,3,0,1,1,2,2,3,4,2,3,0.1741926689,703.67384683
686014,4,4,2,6,1,1996,1,,,2,5,,70,100,,2016,2,2,2,4,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,24,15,3,15,,,1,7,3,5,0,0,0,2,2,3,4,2,3,0.1741926689,703.67384683
686133,1,1,1,1,1,1943,1,,,4,5,,55,60,,1963,2,2,1,1,,,2,15,2,3,3,1,25,2,,,1,36,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,15,3,3,,,5,6,3,5,1,1,0,0,1,1,1,2,4,0.5536477202,2236.5316727
686185,2,1,2,1,1,1958,1,,,3,5,,40,60,,1977,5,2,1,1,,,1,3,,,1,,26,2,,,1,30,0,1,100,2,,,1,0,8,65,80,2,,1,2,2,2,2,2,2,,2352,15,,2,2,,62,12,2,12,,,4,2,1,3,1,1,1,2,2,2,3,0,1,6.0557202925,24462.86644
686185,2,2,2,6,1,1988,1,,,2,7,10,110,110,1,2016,3,,2,2,,,1,2,,,1,,30,2,,,1,3,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4120,10,,2,2,,32,12,2,12,,,1,2,1,4,0,1,1,2,2,2,3,0,1,6.0557202925,24462.86644
686190,1,1,2,1,1,1944,1,,,4,2,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,76,12,2,12,,,5,6,3,5,1,1,0,0,1,2,3,0,1,3.3403332412,13493.708757
686429,1,1,2,1,1,1933,1,,,4,2,,,,,,,,1,1,,,2,15,1,7,1,,17,2,,,1,6,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,87,9,2,9,,,5,6,3,5,1,1,0,0,1,2,3,1,3,1.0142953517,4097.3774414
686528,6,1,2,1,2,1982,2,1992,2,2,5,,67,100,,2001,3,1,1,4,,,2,12,1,7,3,1,22,,,1,1,14,0,2,,1,80,10,,,,,,,,2,2,2,2,1,2,2,,0,,,,,,38,,,10,,,2,7,3,5,0,1,0,3,4,2,3,1,3,0.056198762,227.02217782
686528,6,2,2,5,1,1962,1,,,3,3,,,,,,,,2,1,,,1,1,,,5,1,16,2,,,1,42,0,2,,2,,,,,,,,2,,1,2,2,2,2,2,2,,7532,3,50,2,2,,58,10,2,10,,,4,1,1,2,1,1,1,3,4,2,3,1,3,0.056198762,227.02217782
686528,6,3,1,3,1,1982,1,,,2,3,,,,,,,,2,2,,,1,1,,,2,1,16,2,,,1,23,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,8219,3,24,2,2,,38,10,2,10,,,2,1,1,2,0,1,1,3,4,2,3,1,3,0.056198762,227.02217782
686528,6,4,1,12,1,1985,1,,,2,3,,,,,,,,2,3,,,1,8,,,5,3,25,1,2,,1,10,0,1,,2,,,2,,,,,,,2,1,2,2,2,1,2,,7131,6,28,2,2,,35,10,2,10,,,2,5,2,4,0,1,1,3,4,2,3,1,3,0.056198762,227.02217782
686528,6,5,1,6,1,2012,1,,,2,1,,,,,,,,,5,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,10,2,10,,,1,7,3,5,0,0,0,3,4,2,3,1,3,0.056198762,227.02217782
686528,6,6,2,6,1,2017,1,,,2,1,,,,,,,,,,1,2017,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,10,2,10,,,1,7,3,5,0,0,0,3,4,2,3,1,3,0.056198762,227.02217782
686579,1,1,2,1,1,1938,1,,,4,2,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,82,11,2,11,,,5,6,3,5,1,1,0,0,1,2,3,2,4,1.3787383522,5569.5921435
686634,6,1,1,1,2,1970,1,1991,3,1,3,,,,,,,,1,1,,,1,1,,,2,1,21,2,,,1,30,0,1,100,2,,,2,,,60,90,2,,1,2,2,2,2,2,2,,3135,3,21,2,2,,50,,,3,,,3,1,1,2,1,1,1,1,1,1,1,2,3,0.8219958776,3320.5588099
686634,6,2,2,2,2,1981,1,1998,2,1,3,,,,,,,,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,39,,,3,,,2,7,3,5,0,0,0,1,1,1,1,2,3,0.8219958776,3320.5588099
686634,6,3,2,6,1,2001,1,,,2,5,,80,100,,2019,3,1,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,19,3,1,3,,,1,7,3,5,0,0,0,1,1,1,1,2,3,0.8219958776,3320.5588099
686634,6,4,2,6,1,2004,1,,,2,3,,,,,,,,2,4,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,16,3,1,3,,,1,7,3,5,0,0,0,1,1,1,1,2,3,0.8219958776,3320.5588099
686634,6,5,2,6,1,2009,1,,,2,3,,,,,,,,2,5,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,3,1,3,,,1,7,3,5,0,0,0,1,1,1,1,2,3,0.8219958776,3320.5588099
686634,6,6,2,6,1,2018,1,,,2,1,,,,,,,,,,1,2018,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,2,3,1,3,,,1,7,3,5,0,0,0,1,1,1,1,2,3,0.8219958776,3320.5588099
686657,1,1,2,1,1,1953,1,,,4,5,,42,60,,1972,5,2,1,1,,,2,15,3,16,1,,20,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,1,3,0.2415992392,975.97141791
686717,2,1,2,1,1,1961,1,,,3,3,,,,,,,,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,59,18,3,2,,,4,7,3,5,1,1,0,0,1,1,1,1,3,1.1679257489,4717.9873288
686717,2,2,1,6,1,1998,1,,,2,4,,,,,,,,2,2,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,22,2,1,2,,,1,7,3,5,0,0,0,0,1,1,1,1,3,1.1679257489,4717.9873288
686763,4,1,2,1,1,1962,1,,,1,5,,42,60,,1982,2,2,1,1,,,1,7,,,2,3,22,1,1,,1,15,0,1,100,2,,,1,0,0,62,50,,,2,1,2,2,2,2,2,6,3123,6,39,2,2,,58,17,3,17,,,4,4,2,4,1,1,1,3,3,3,4,0,2,2.4637130409,9952.4879211
686763,4,2,1,2,1,1963,1,,,1,3,,,,,,,,2,2,,,1,1,,,2,1,16,1,1,,1,35,0,1,,2,,,2,,,,,3,,1,2,2,2,2,2,2,,9313,6,28,2,2,,57,17,3,17,,,4,1,1,4,0,1,1,3,3,3,4,0,2,2.4637130409,9952.4879211
686763,4,3,1,6,1,1996,1,,,2,7,2,110,110,1,2018,2,,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,24,17,3,17,,,1,7,3,5,0,0,0,3,3,3,4,0,2,2.4637130409,9952.4879211
686763,4,4,1,6,1,2001,1,,,2,5,,64,100,,2020,2,2,2,4,,,2,17,,,1,,17,2,,,1,1,0,2,,2,,,,,,,,,,1,2,2,2,2,2,2,,5419,,,2,2,,19,16,3,17,,,1,7,3,5,0,1,1,3,3,3,4,0,2,2.4637130409,9952.4879211
686806,2,1,2,1,1,1968,1,,,3,2,,,,,,,,1,1,,,2,16,,,10,1,20,1,4,,1,3,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,52,18,3,12,,,3,6,3,5,1,1,0,1,2,2,3,2,3,0.6501840485,2626.5026736
686806,2,2,1,7,1,1992,1,,,2,5,,70,100,,2011,1,2,2,2,,,2,12,1,9,10,1,17,,,2,1,2,0,2,,1,,,,,,,,,,1,2,2,2,2,2,2,,5246,16,28,2,2,,28,12,2,12,,,1,7,3,5,0,1,1,1,2,2,3,2,3,0.6501840485,2626.5026736
686831,1,1,2,1,1,1932,1,,,4,2,,,,,,,,1,1,,,2,15,1,3,1,,20,2,,,1,33,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,88,15,3,15,,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.7565078707,7095.6410413
686863,1,1,2,1,1,1935,1,,,4,2,,,,,,,,1,1,,,2,15,1,16,1,,30,2,,,1,32,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,85,15,3,15,,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.3501512316,5454.1107673
686866,4,1,2,1,1,1968,1,,,1,3,,,,,,,,1,1,,,1,2,,,1,,49,2,,,1,4,0,1,100,2,,,2,,,65,50,2,,1,2,2,2,2,2,2,,5321,17,,2,2,,52,15,3,15,,,3,2,1,3,0,1,1,4,4,3,4,0,1,1.3084305111,5285.5745135
686866,4,2,1,2,1,1963,1,,,1,3,,,,,,,,2,2,,,1,1,,,1,,28,2,,,1,31,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,8331,8,,2,2,,57,15,3,15,,,4,1,1,4,1,1,1,4,4,3,4,0,1,1.3084305111,5285.5745135
686866,4,3,1,6,1,1991,1,,,2,3,,,,,,,,2,3,,,1,1,,,1,,25,2,,,1,2,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,7115,3,,2,2,,29,15,3,15,,,1,1,1,2,0,1,1,4,4,3,4,0,1,1.3084305111,5285.5745135
686866,4,4,1,6,1,1994,1,,,2,4,,,,,,,,2,4,,,1,1,,,1,,23,2,,,1,4,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,7115,3,,2,2,,26,15,3,15,,,1,1,1,2,0,1,1,4,4,3,4,0,1,1.3084305111,5285.5745135
686913,2,1,1,1,1,1940,1,,,1,2,,,,,,,,1,1,,,2,15,1,1,1,,16,1,2,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,80,15,3,15,,,5,6,3,5,1,1,0,0,1,3,4,0,1,0.6782681179,2739.9519095
686913,2,2,2,2,2,1953,1,1983,3,1,3,,,,,,,,1,,2,,2,13,,,1,,15,2,,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,67,,,15,,,5,7,3,5,0,0,0,0,1,3,4,0,1,0.6782681179,2739.9519095
687007,1,1,2,1,1,1933,1,,,4,2,,,,,,,,1,1,,,2,16,,,1,,43,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,87,15,3,9,,,5,6,3,5,1,1,0,0,1,2,3,2,4,0.6121410262,2472.8229581
687018,1,1,2,1,1,1932,1,,,4,2,,,,,,,,1,1,,,2,15,1,3,2,1,15,2,,,1,20,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,88,9,2,9,,,5,6,3,5,1,1,0,0,1,2,3,1,3,1.0004416233,4041.4135113
687022,2,1,2,1,1,1965,1,,,1,5,,36,60,,1983,5,2,1,1,,,1,3,,,3,1,20,2,,,1,32,0,1,90,2,,,1,0,3,65,55,2,,1,2,2,2,2,2,2,,2341,16,38,2,2,,55,9,2,9,,,4,2,1,3,0,1,1,2,2,2,3,1,3,0.8734854488,3528.5576016
687022,2,2,1,2,1,1964,1,,,1,5,,80,100,,2003,2,2,2,2,,,1,1,,,3,1,17,2,,,1,34,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4321,7,35,2,2,,56,9,2,9,,,4,1,1,4,1,1,1,2,2,2,3,1,3,0.8734854488,3528.5576016
687039,1,1,2,1,1,1932,1,,,4,2,,,,,,,,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,88,20,3,20,,,5,7,3,5,1,1,0,0,1,3,5,0,1,0.9203473084,3717.8621526
687056,1,1,1,1,1,1948,1,,,4,3,,,,,,,,1,1,,,2,15,9,3,1,,15,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,0,2,4.6028022179,18593.6157
687070,2,1,1,1,1,1961,1,,,1,3,,,,,,,,1,2,,,2,15,1,19,2,1,15,2,,,1,43,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,59,5,1,5,,,4,6,3,5,1,1,0,0,1,1,2,2,4,0.0962431573,388.78669903
687070,2,2,2,2,1,1964,1,,,1,3,,,,,,,,1,1,,,2,13,,,2,1,14,2,,,1,9,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,56,5,1,5,,,4,7,3,5,0,0,0,0,1,1,2,2,4,0.0962431573,388.78669903
687157,1,1,1,1,1,1945,1,,,2,1,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,20,3,20,,,5,6,3,5,1,1,0,0,1,3,5,0,1,0.8171741867,3301.0809649
687164,2,1,1,1,1,1951,1,,,4,2,,,,,,,,1,2,,,2,15,1,3,3,1,15,1,1,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,20,3,20,,,5,6,3,5,1,1,0,0,2,3,5,0,1,0.4362177274,1762.1580075
687164,2,2,2,2,1,1948,1,,,4,2,,,,,,,,2,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,20,3,20,,,5,6,3,5,0,1,0,0,2,3,5,0,1,0.4362177274,1762.1580075
687250,2,1,1,1,1,1950,1,,,1,7,4,92,100,0,1975,3,,1,1,,,2,15,5,6,1,,27,2,,,1,35,8,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,8,1,8,,,5,6,3,5,1,1,0,0,2,1,2,2,4,0.0448968029,181.36645023
687250,2,2,2,2,1,1950,1,,,1,7,1,105,110,0,1972,3,,1,2,,,2,15,3,16,1,,22,2,,,1,25,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,8,1,8,,,5,6,3,5,0,1,0,0,2,1,2,2,4,0.0448968029,181.36645023
687287,4,1,2,1,1,1954,1,,,4,3,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,20,3,20,,,5,6,3,5,0,1,0,1,2,3,5,0,1,0.61559375,2486.7706829
687287,4,2,2,6,1,1975,1,,,1,5,,10,10,,1995,1,2,2,3,,,2,12,1,3,1,,22,,,3,1,6,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,45,20,3,20,,,3,7,3,5,0,0,0,1,2,3,5,0,1,0.61559375,2486.7706829
687287,4,3,1,8,1,1980,1,,,1,3,,,,,,,,2,4,,,1,8,,,1,,17,2,,,1,20,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,6121,19,,2,2,,40,20,3,20,,,2,5,2,4,1,1,1,1,2,3,5,0,1,0.61559375,2486.7706829
687287,4,4,1,9,1,2009,1,,,2,2,,,,,,,,,5,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,20,3,20,,,1,7,3,5,0,0,0,1,2,3,5,0,1,0.61559375,2486.7706829
687291,2,1,2,1,1,1947,1,,,1,5,,52,60,,1968,5,2,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,73,20,3,20,,,5,7,3,5,0,0,0,0,1,3,5,0,1,0.3422129155,1382.4133947
687291,2,2,1,2,1,1953,1,,,1,3,,,,,,,,2,2,,,2,15,1,8,1,,34,2,,,1,34,3,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,20,3,20,,,5,6,3,5,1,1,0,0,1,3,5,0,1,0.3422129155,1382.4133947
687304,2,1,2,1,1,1999,1,,,2,5,,90,100,,2018,3,1,1,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,15,3,15,,,1,7,3,5,0,0,0,1,1,3,4,0,1,2.9073126223,11744.465884
687304,2,2,1,11,1,1986,1,,,2,5,,60,100,,2005,2,2,2,2,,,1,1,,,1,,34,2,,,1,1,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,7214,3,,2,2,,34,15,3,15,,,1,1,1,2,1,1,1,1,1,3,4,0,1,2.9073126223,11744.465884
687321,4,1,2,1,1,1974,1,,,1,5,,43,60,,1993,2,2,1,1,,,2,13,,,2,1,19,1,2,,1,2,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,46,20,3,20,,,3,7,3,5,0,0,0,1,1,3,5,0,1,1.1090887429,4480.3076226
687321,4,2,1,2,1,1972,1,,,1,5,,37,60,,1991,2,1,2,2,,,1,4,,,3,3,20,2,,,1,24,0,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,2422,15,34,2,2,,48,20,3,20,,,3,3,1,3,1,1,1,1,1,3,5,0,1,1.1090887429,4480.3076226
687321,4,3,2,6,1,2006,1,,,2,3,,,,,,,,2,3,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,,0,,,,,,14,20,3,20,,,1,7,3,5,0,0,0,1,1,3,5,0,1,1.1090887429,4480.3076226
687321,4,4,2,6,1,2008,1,,,2,2,,,,,,,,2,4,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,,0,,,,,,12,20,3,20,,,1,7,3,5,0,0,0,1,1,3,5,0,1,1.1090887429,4480.3076226
687328,1,1,2,1,1,1944,1,,,2,3,,,,,,,,1,3,,,2,15,1,17,2,1,16,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,76,20,3,20,,,5,6,3,5,1,1,0,0,1,3,5,0,1,1.1080442805,4476.0883815
687404,2,1,1,1,1,1950,1,,,1,7,7,110,110,0,1976,5,,1,1,,,2,15,5,16,1,,19,2,,,1,40,0,2,,,,,,,,,,,,2,2,1,1,2,2,2,,2424,16,,2,2,,70,3,1,3,,,5,6,3,5,1,1,1,1,2,1,1,3,5,0.2037640064,823.13109469
687404,2,2,2,2,1,1954,1,,,1,5,,10,10,,1972,5,2,2,2,,,2,15,3,16,1,,18,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,3,1,3,,,5,6,3,5,0,1,0,1,2,1,1,3,5,0.2037640064,823.13109469
687685,1,1,2,1,1,1944,1,,,4,2,,,,,,,,1,1,,,2,16,,,5,1,18,2,,,1,13,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,76,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,0,2,3.0237455217,12214.811661
687699,3,1,1,1,1,1962,1,,,1,7,7,90,110,0,2006,2,,1,1,,,1,4,,,1,,23,2,,,1,35,0,1,100,2,,,2,,,60,100,2,,1,2,2,2,2,2,2,,1112,15,,2,2,,58,15,3,7,,,4,3,1,3,1,1,1,2,2,1,1,0,1,4.8014527868,19396.090402
687699,3,2,2,2,1,1963,1,,,1,7,9,110,110,0,2014,3,,1,2,,,1,3,,,1,,38,2,,,1,19,0,1,90,2,,,1,0,12,65,80,2,,1,2,2,2,1,2,2,,2330,16,,2,1,,57,15,3,7,,,4,2,1,3,0,1,1,2,2,1,1,0,1,4.8014527868,19396.090402
687699,3,3,2,6,1,1995,1,,,2,7,8,110,110,0,2020,3,,2,4,,,2,11,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,25,7,1,7,,,1,7,3,5,0,0,0,2,2,1,1,0,1,4.8014527868,19396.090402
687849,2,1,1,1,1,1970,1,,,2,4,,,,,,,,1,1,,,2,12,1,22,1,,18,,,2,1,11,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,50,20,3,20,,,3,7,3,5,0,0,0,1,1,3,5,0,1,0.6957482556,2810.5651896
687849,2,2,1,11,1,1972,1,,,2,4,,,,,,,,2,3,,,1,1,,,1,,18,1,1,,1,18,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,6121,3,,2,2,,48,20,3,20,,,3,1,1,2,1,1,1,1,1,3,5,0,1,0.6957482556,2810.5651896
687892,1,1,2,1,1,1941,1,,,2,2,,,,,,,,1,1,,,2,15,1,22,2,1,14,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,79,20,3,20,,,5,6,3,5,1,1,0,0,1,3,5,0,1,0.75795517,3061.8580772
687934,6,1,1,1,2,1976,1,2000,3,1,4,,,,,,,,1,1,,,2,12,1,22,2,1,20,,,1,1,15,0,2,,1,40,10,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,44,,,1,,,2,7,3,5,0,0,0,1,1,1,1,3,5,1.4196499791,5734.8599594
687934,6,2,2,2,2,1980,1,2000,4,1,4,,,,,,,,1,2,,,2,11,,,1,,22,2,,,1,2,0,1,100,2,,,2,,,,,,,1,2,2,2,2,2,2,,4321,,,2,2,,40,,,1,,,2,7,3,5,1,1,1,1,1,1,1,3,5,1.4196499791,5734.8599594
687934,6,3,2,6,1,2003,1,,,2,4,,,,,,,,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,1,1,1,,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.4196499791,5734.8599594
687934,6,4,2,6,1,2012,1,,,2,2,,,,,,,,1,4,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,8,1,1,1,,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.4196499791,5734.8599594
687934,6,5,2,6,1,2013,1,,,2,1,,,,,,,,,5,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,7,1,1,1,,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.4196499791,5734.8599594
687934,6,6,1,6,1,2016,1,,,2,1,,,,,,,,,6,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,4,1,1,1,,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.4196499791,5734.8599594
687938,5,1,2,1,1,1961,1,,,1,2,,,,,,,,1,1,,,2,13,,,0,,,,,,,,,2,,1,0,5,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,59,15,3,15,,,4,7,3,5,0,0,0,1,1,3,4,2,4,0.3035729186,1226.3221224
687938,5,2,1,2,1,1959,1,,,1,3,,,,,,,,2,,2,,2,12,1,6,5,1,14,,,10,1,15,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,61,15,3,15,,,4,7,3,5,0,0,0,1,1,3,4,2,4,0.3035729186,1226.3221224
687938,5,3,1,6,1,1997,1,,,2,3,,,,,,,,2,,2,,2,12,1,6,3,1,15,,,4,2,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,23,15,3,15,,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3035729186,1226.3221224
687938,5,4,1,6,1,2000,1,,,2,3,,,,,,,,2,2,,,1,1,,,1,,20,2,,,2,,,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,7112,6,,2,2,,20,15,3,15,,,1,1,1,4,1,1,1,1,1,3,4,2,4,0.3035729186,1226.3221224
687938,5,5,2,6,1,2003,1,,,2,3,,,,,,,,2,3,,,2,11,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,15,3,15,,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3035729186,1226.3221224
687971,3,1,2,1,1,1943,1,,,4,3,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,10,2,9,,,5,6,3,5,0,1,0,1,3,2,3,2,4,0.5911895668,2388.1868243
687971,3,2,1,7,1,1976,1,,,2,5,,56,60,,1995,2,1,2,3,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,44,9,2,9,,,2,6,3,5,0,1,0,1,3,2,3,2,4,0.5911895668,2388.1868243
687971,3,3,1,7,1,1976,1,,,3,5,,58,60,,1996,2,2,2,4,,,1,1,,,1,,21,1,3,,2,,,1,,1,,,2,,,,,2,,1,2,2,2,2,2,2,,7521,3,,2,2,,44,9,2,9,,,2,1,1,2,1,1,1,1,3,2,3,2,4,0.5911895668,2388.1868243
687987,4,1,1,1,2,1959,2,1989,3,1,3,,,,,,,,1,1,,,1,1,,,3,1,17,2,,,1,40,0,1,100,2,,,2,,,65,95,2,,1,2,2,2,1,2,2,,7214,3,39,2,2,,61,,,5,,,4,1,1,2,1,1,1,2,2,1,2,0,2,6.5676562607,26530.898088
687987,4,2,2,2,2,1967,2,1998,3,1,5,,8,10,,1988,1,2,1,2,,,2,12,1,17,4,1,32,,,6,1,6,0,1,80,2,,,2,,,,,,,1,2,2,2,2,2,2,,9111,17,49,2,2,,53,,,5,,,3,7,3,5,0,1,1,2,2,1,2,0,2,6.5676562607,26530.898088
687987,4,3,1,6,1,2003,1,,,2,3,,,,,,,,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,5,1,5,,,1,7,3,5,0,0,0,2,2,1,2,0,2,6.5676562607,26530.898088
687987,4,4,1,6,1,2003,1,,,2,3,,,,,,,,2,4,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,5,1,5,,,1,7,3,5,0,0,0,2,2,1,2,0,2,6.5676562607,26530.898088
687990,2,1,1,1,1,1943,1,,,2,5,,6,10,,1963,1,2,1,1,,,2,15,1,3,2,3,20,2,,,1,32,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,5,1,5,,,5,6,3,5,0,1,0,0,2,1,2,0,2,0.2448863947,989.25030845
